original,resolved_form,phrase_type,function,confidence,method,count,strong,morph
τον,,NP,,0.9,strong_phrase_map,1,G3588,T-ASM
τοσοῦτόν,,NP,,0.8,morph_inference,1,G5118,D-PRO-NSN
τοὐτοῦ,,NP,,0.8,morph_inference,1,G5127,D-PRO-GSN
τοὓς,,NP,,0.9,strong_phrase_map,1,G3588,T-APM
τούτω,,NP,,0.8,morph_inference,1,G5129,D-PRO-DSM
τραπεζίταις,,NP,,0.85,morph_inference,1,G5133,N-DPM
τριακονταοκτώ,,NP,,0.9,morph_inference,1,G5144,IND
τρυπήματος,,NP,,0.85,morph_inference,1,G5169,N-GSN
τρωγυλλίῳ,,NP,,0.85,morph_inference,1,G5175,N-DSN
τυγχάνοντα,,,Pred,0.85,morph_inference,1,G5177,V-PAP-ASM
φοίβης,,NP,,0.85,morph_inference,1,G5402,N-GSF
φρονείσθω,,,Pred,0.85,morph_inference,1,G5426,V-PPM-3S
φρυγίας,,NP,,0.85,morph_inference,1,G5435,N-GSF
φωνοῦντες,,,Pred,0.85,morph_inference,1,G5455,V-PAP-NPM
φωνὴς,,NP,,0.85,morph_inference,1,G5456,N-GSF
τυχικοῦ,,NP,,0.85,morph_inference,1,G5190,N-GSM
τω,,NP,,0.9,strong_phrase_map,1,G3588,T-DSM
τὦ,,NP,,0.9,strong_phrase_map,1,G3588,T-DSM
τέθεικα,,,Pred,0.85,morph_inference,1,G5087,V-RAI-1S
τέτευχεν,,,Pred,0.85,morph_inference,1,G5177,V-RAI-3S
τέχνην,,NP,,0.85,morph_inference,1,G5078,N-ASF
τὴ,,NP,,0.9,strong_phrase_map,1,G3588,T-DSF
τίθεται,,,Pred,0.85,morph_inference,1,G5087,V-PPI-3S
τᾠ,,NP,,0.9,strong_phrase_map,1,G3588,T-DSM
τᾧ,,NP,,0.9,strong_phrase_map,1,G3588,T-DSN
τῃ,,NP,,0.9,strong_phrase_map,1,G3588,T-DSF
χξς,,NP,,0.9,morph_inference,1,G5516,IND
χορηγήσαι,,,Pred,0.85,morph_inference,1,G5524,V-AAO-3S
χρεωφειλετῶν,,NP,,0.85,morph_inference,1,G5533,N-GPM
χρεωφειλέται,,NP,,0.85,morph_inference,1,G5533,N-NPM
χρησθ᾽,,AdjP,,0.75,morph_inference,1,G5543,A-APN
χρηστότερός,,AdjP,,0.75,morph_inference,1,G5543,A-NSM
φαιλόνην,,NP,,0.85,morph_inference,1,G5341,N-ASM
φανερωθέντες,,,Pred,0.85,morph_inference,1,G5319,V-APP-NPM
φαρμακειῶν,,NP,,0.85,morph_inference,1,G5331,N-GPF
φαρμακείᾳ,,NP,,0.85,morph_inference,1,G5331,N-DSF
φαρμακεῦσιν,,NP,,0.85,morph_inference,1,G5332,N-DPM
φαίνῃ,,,Pred,0.85,morph_inference,1,G5316,V-PAS-3S
φείσηται,,,Pred,0.85,morph_inference,1,G5339,V-ADS-3S
φιλόφρονες,,AdjP,,0.75,morph_inference,1,G5391,A-NPM
φοβηθήτε,,,Pred,0.85,morph_inference,1,G5399,V-ADM-2P
φορέσομεν,,,Pred,0.85,morph_inference,1,G5409,V-FAI-1P
ἀγαθε,,AdjP,,0.75,morph_inference,1,G18,A-VSM
ἀγαθον,,AdjP,,0.75,morph_inference,1,G18,A-ASM
ἀγαλλιῶμεθα,,,Pred,0.85,morph_inference,1,G21,V-PDS-1P
ἀγαπητῇ,,AdjP,,0.75,morph_inference,1,G27,A-DSF
ἀγαπήσαντι,,,Pred,0.85,morph_inference,1,G25,V-AAP-DSM
ἀγγεῖα,,NP,,0.85,morph_inference,1,G30,N-APN
ἀγνοέιτω,,,Pred,0.85,morph_inference,1,G50,V-PAM-3S
ἀγομένους,,,Pred,0.85,morph_inference,1,G71,V-PPP-APM
φάσκοντας,,,Pred,0.85,morph_inference,1,G5335,V-PAP-APM
φόρτου,,NP,,0.85,morph_inference,1,G5414,N-GSM
χαλῶσιν,,,Pred,0.85,morph_inference,1,G5465,V-PAI-3P
χαράγματος,,NP,,0.85,morph_inference,1,G5480,N-GSN
χερουβιμ,,NP,,0.9,morph_inference,1,G5502,IND
χιλιαρχος,,NP,,0.85,morph_inference,1,G5506,N-NSM
χιὼν,,NP,,0.85,morph_inference,1,G5510,N-NSF
χλευάζοντες,,,Pred,0.85,morph_inference,1,G5512,V-PAP-NPM
ἀκούσω,,,Pred,0.85,morph_inference,1,G191,V-AAS-1S
ἀκάθαρτητος,,NP,,0.85,morph_inference,1,G168,N-GSF
ἀλαζονεία,,NP,,0.85,morph_inference,1,G212,N-NSF
ἀλαζονείαις,,NP,,0.85,morph_inference,1,G212,N-DPF
ἀληθείαν,,NP,,0.85,morph_inference,1,G225,N-ASF
ἀλλοτριοεπίσκοπος,,NP,,0.85,morph_inference,1,G244,N-NSM
ἀλὶ,,NP,,0.85,morph_inference,1,G251,N-DSM
ἀμελήσω,,,Pred,0.85,morph_inference,1,G272,V-FAI-1S
χρονιεῖ,,,Pred,0.85,morph_inference,1,G5549,V-FAI-3S
χρυσῆν,,AdjP,,0.75,morph_inference,1,G5552,A-ASF
χρυσῴ,,NP,,0.85,morph_inference,1,G5557,N-DSM
χρήμασιν,,NP,,0.85,morph_inference,1,G5536,N-DPN
χωλοῦ,,AdjP,,0.75,morph_inference,1,G5560,A-GPM
χάριτας,,NP,,0.85,morph_inference,1,G5485,N-APF
χάρουσιν,,,Pred,0.85,morph_inference,1,G5463,V-FAI-3P
χόρτους,,NP,,0.85,morph_inference,1,G5528,N-APM
ἀνακρίνουσιν,,,Pred,0.85,morph_inference,1,G350,V-PAP-DPM
ἀναληφθεὶς,,,Pred,0.9,strong_phrase_map,1,G353,V-APP-NSM
ἀναλήψεως,,NP,,0.85,morph_inference,1,G354,N-GSF
ἀναλύσει,,,Pred,0.85,morph_inference,1,G360,V-FAI-3S
ἀναλώσει,,,Pred,0.85,morph_inference,1,G355,V-FAI-3S
ἀναπεσών,,,Pred,0.85,morph_inference,1,G377,V-2AAP-NSM
ἀναπληρώσατε,,,Pred,0.85,morph_inference,1,G378,V-AAM-2P
ἀναπτύξας,,,Pred,0.85,morph_inference,1,G380,V-AAP-NSM
ἀγομένων,,,Pred,0.85,morph_inference,1,G71,V-PPP-GPM
ἀγοράσομεν,,,Pred,0.85,morph_inference,1,G59,V-FAI-1P
ἀδικήσῃ,,,Pred,0.85,morph_inference,1,G91,V-AAS-3S
ἀδιἀφθορίαν,,NP,,0.85,morph_inference,1,G90,N-ASF
ἀεί,,AdvP,Cmpl,0.85,morph_inference,1,G104,ADV
ἀθα,,NP,,0.85,morph_inference,1,G3134,ARA
ἀκατάσχετον,,AdjP,,0.75,morph_inference,1,G183,A-NSN
ἀκολουθήσωσιν,,,Pred,0.85,morph_inference,1,G190,V-AAS-3P
ἀνείλετε,,,Pred,0.85,morph_inference,1,G337,V-2AAI-2P
ἀνείλετο,,,Pred,0.85,morph_inference,1,G337,V-2AMI-3S
ἀνεῖλον,,,Pred,0.85,morph_inference,1,G337,V-2AAI-3P
ἀνεῦρον,,,Pred,0.85,morph_inference,1,G429,V-2AAI-3P
ἀνεῳγμένην,,,Pred,0.85,morph_inference,1,G455,V-RPP-ASF
ἀνεῳγμένους,,,Pred,0.85,morph_inference,1,G455,V-RPP-APM
ἀνεῴχθησάν,,,Pred,0.85,morph_inference,1,G455,V-API-3P
ἀνθρωποι,,NP,,0.85,morph_inference,1,G444,N-NPM
ἀμην,,NP,,0.85,morph_inference,1,G281,HEB
ἀμώμητα,,AdjP,,0.75,morph_inference,1,G298,A-NPN
ἀνα,,PP,Cmpl,0.9,morph_inference,1,G303,PREP
ἀναβοήσας,,,Pred,0.85,morph_inference,1,G310,V-AAP-NSM
ἀναγγελῶ,,,Pred,0.85,morph_inference,1,G312,V-FAI-1S
ἀναγινώσκεται,,,Pred,0.85,morph_inference,1,G314,V-PPI-3S
ἀνακείμενον,,,Pred,0.85,morph_inference,1,G345,V-PDP-NSN
ἀνακλῖναι,,,Pred,0.85,morph_inference,1,G347,V-AAN
ἀνἔζησαν,,,Pred,0.85,morph_inference,1,G326,V-AAI-3P
ἀνάγγειλον,,,Pred,0.85,morph_inference,1,G312,V-AAM-2S
ἀνάκειται,,,Pred,0.85,morph_inference,1,G345,V-PDI-3S
ἀνάπεσαι,,,Pred,0.85,morph_inference,1,G377,V-AMM-2S
ἀνάπεσον,,,Pred,0.85,morph_inference,1,G377,V-AAM-2S
ἀνάψαντες,,,Pred,0.85,morph_inference,1,G381,V-AAP-NPM
ἀνέκλιναν,,,Pred,0.85,morph_inference,1,G347,V-AAI-3P
ἀνέκοψεν,,,Pred,0.85,morph_inference,1,G348,V-AAI-3S
ἀνέπεμψα,,,Pred,0.85,morph_inference,1,G375,V-AAI-1S
ἀναστήσειν,,,Pred,0.85,morph_inference,1,G450,V-FAN
ἀναίδειαν,,NP,,0.85,morph_inference,1,G335,N-ASF
ἀνεγνωρίσθη,,,Pred,0.85,morph_inference,1,G319,V-API-3S
ἀνεκλίθη,,,Pred,0.85,morph_inference,1,G347,V-API-3S
ἀνεκτοτερον,,AdjP,,0.75,morph_inference,1,G414,A-NSN
ἀνεξερεύνητα,,AdjP,,0.75,morph_inference,1,G419,A-NPN
ἀνεπίληπτοι,,AdjP,,0.75,morph_inference,1,G423,A-NPM
ἀνώγεον,,NP,,0.85,morph_inference,1,G508,N-ASN
ἀπαγγέλλουσα,,,Pred,0.85,morph_inference,1,G518,V-PAP-NSF
ἀπαγάγετε,,,Pred,0.85,morph_inference,1,G520,V-2AAM-2P
ἀπαρτί,,AdvP,Cmpl,0.85,morph_inference,1,G534,ADV
ἀπατηθεῖσα,,,Pred,0.85,morph_inference,1,G538,V-APP-NSF
ἀπεδέχθησαν,,,Pred,0.85,morph_inference,1,G588,V-API-3P
ἀπειλῇ,,NP,,0.85,morph_inference,1,G547,N-DSF
ἀπεκριθη,,,Pred,0.85,morph_inference,1,G611,V-ADI-3S
ἀπεσταλμενοῦς,,,Pred,0.85,morph_inference,1,G649,V-RPP-APM
ἀπεσταλμένα,,,Pred,0.85,morph_inference,1,G649,V-RPP-NPN
ἀνθυπατεύοντος,,,Pred,0.85,morph_inference,1,G445,V-PAP-GSM
ἀνοιχθῶσιν,,,Pred,0.85,morph_inference,1,G455,V-APS-3P
ἀντικρύ,,AdvP,Cmpl,0.85,morph_inference,1,G481,ADV
ἀντιλήψεις,,NP,,0.85,morph_inference,1,G484,N-APF
ἀντιπέραν,,AdvP,Cmpl,0.85,morph_inference,1,G495,ADV
ἀνωρθώθη,,,Pred,0.85,morph_inference,1,G461,V-API-3S
Φιλήμονα,,NP,,0.85,capital_name,1,G5371,N-ASM
Φίλητος,,NP,,0.85,capital_name,1,G5372,N-NSM
Φύγελλος,,NP,,0.85,capital_name,1,G5436,N-NSM
Χθὲς,,NP,,0.85,capital_name,1,G5504,ADV
Χοραζίν,,NP,,0.85,capital_name,1,G5523,IND
Χριστου,,NP,,0.85,capital_name,1,G5547,N-GSM
ἀποκαθιστᾳ,,,Pred,0.85,morph_inference,1,G600,V-PAI-3S
ἀποκεκύλισται,,,Pred,0.85,morph_inference,1,G617,V-RPI-3S
ἀποκτενει,,,Pred,0.85,morph_inference,1,G615,V-PAI-3S
ἀποκτείνεσθαι,,,Pred,0.85,morph_inference,1,G615,V-PPN
ἀποκτείνοντες,,,Pred,0.85,morph_inference,1,G615,V-PAP-NPM
ἀνέστρεψεν,,,Pred,0.85,morph_inference,1,G390,V-AAI-3S
ἀνήγγειλεν,,,Pred,0.85,morph_inference,1,G312,V-AAI-3S
ἀνήκοντα,,,Pred,0.85,morph_inference,1,G433,V-PAP-NPN
ἀνίλεως,,AdjP,,0.75,morph_inference,1,G448,A-NSF
ἀνὼγεον,,NP,,0.85,morph_inference,1,G508,N-ASN
ἀπεστερημένος,,,Pred,0.85,morph_inference,1,G650,V-RPP-NSM
ἀπεστάλκασιν,,,Pred,0.85,morph_inference,1,G649,V-RAI-3P
ἀπεστάλμαι,,,Pred,0.85,morph_inference,1,G649,V-RPI-1S
ἀπετάξατο,,,Pred,0.85,morph_inference,1,G657,V-ADI-3S
ἀποδεκατοῦν,,,Pred,0.85,morph_inference,1,G586,V-PAN
ἀποδεκατῶ,,,Pred,0.85,morph_inference,1,G586,V-PAI-1S
ἀποδῴη,,,Pred,0.85,morph_inference,1,G591,V-2AAO-3S
ἀποθνῄσκουσιν,,,Pred,0.9,strong_phrase_map,1,G599,V-PAI-3P
αἰωνας,,NP,,0.85,morph_inference,1,G165,N-APM
αἰωνιόυ,,AdjP,,0.75,morph_inference,1,G166,A-GSF
αἶώνιος,,AdjP,,0.75,morph_inference,1,G166,A-NSF
αἶῶνας,,NP,,0.85,morph_inference,1,G165,N-APM
αὐξανόντα,,,Pred,0.85,morph_inference,1,G837,V-PAP-ASM
Φιλαδελφείᾳ,,NP,,0.85,capital_name,1,G5359,N-DSF
Φιλαδέλφειαν,,NP,,0.85,capital_name,1,G5359,N-ASF
Φιλιππησίους,,NP,,0.85,capital_name,1,G5374,N-APM
ἀπολαβεῖν,,,Pred,0.85,morph_inference,1,G618,V-2AAN
ἀπολαμβάνειν,,,Pred,0.85,morph_inference,1,G618,V-PAN
ἀπολάβῃ,,,Pred,0.85,morph_inference,1,G618,V-2AAS-3S
ἀπολέσουσιν,,,Pred,0.85,morph_inference,1,G622,V-FAI-3P
ἀπολέσωμεν,,,Pred,0.85,morph_inference,1,G622,V-AAS-1P
ἀπολήψεσθε,,,Pred,0.85,morph_inference,1,G618,V-FDI-2P
ἀπολύσητε,,,Pred,0.85,morph_inference,1,G630,V-AAS-2P
ἀπορρίψαντας,,,Pred,0.85,morph_inference,1,G641,V-AAP-APM
ἀποσκευασάμενοι,,,Pred,0.85,morph_inference,1,G643,V-ADP-NPM
ἀποστέλω,,,Pred,0.85,morph_inference,1,G649,V-FAI-1S
ἀποτινάξατε,,,Pred,0.85,morph_inference,1,G660,V-AAM-2P
ἀποφύγοντας,,,Pred,0.85,morph_inference,1,G668,V-2AAP-APM
ἀπροσωπολήπτως,,AdvP,Cmpl,0.85,morph_inference,1,G678,ADV
ἀπωλείαις,,NP,,0.85,morph_inference,1,G684,N-DPF
ἀπάγαγε,,,Pred,0.85,morph_inference,1,G520,V-2AAM-2S
ἀπέδοτο,,,Pred,0.85,morph_inference,1,G591,V-2AMI-3S
ἀφοριεῖ,,,Pred,0.85,morph_inference,1,G873,V-FAI-3S
ἀφίστασο,,,Pred,0.85,morph_inference,1,G868,V-PDM-2S
ἀφῆκας,,,Pred,0.85,morph_inference,1,G863,V-AAI-2S
ἀπέκρυψεν,,,Pred,0.85,morph_inference,1,G613,V-AAI-3S
ἀπέλειχον,,,Pred,0.85,morph_inference,1,G621,V-IAI-3P
ἀπέπεσον,,,Pred,0.85,morph_inference,1,G634,V-2AAI-3P
ἀπέπλυναν,,,Pred,0.85,morph_inference,1,G637,V-AAI-3P
ἀπέστρεψεν,,,Pred,0.85,morph_inference,1,G654,V-AAI-3S
ἀπήγαγεν,,,Pred,0.85,morph_inference,1,G520,V-2AAI-3S
ἀπίδω,,,Pred,0.85,morph_inference,1,G872,V-2AAS-1S
ἀπόλοῦνται,,,Pred,0.85,morph_inference,1,G622,V-FMI-3P
ἀρετῆς,,NP,,0.85,morph_inference,1,G703,N-GSF
ἀρνούμεθα,,,Pred,0.85,morph_inference,1,G720,V-PDI-1P
ἀρτέμονα,,NP,,0.85,morph_inference,1,G736,N-ASM
ἀρχαῖον,,AdjP,,0.75,morph_inference,1,G744,A-ASM
ἀσεβέσιν,,AdjP,,0.75,morph_inference,1,G765,A-DPM
ἄρραφος,,AdjP,,0.75,morph_inference,1,G729,A-NSM
ἄρρενες,,NP,,0.85,morph_inference,1,G730,N-NPM
ἄρτοῦ,,NP,,0.85,morph_inference,1,G740,N-GSM
ἅπαντων,,AdjP,,0.75,morph_inference,1,G537,A-GPN
ἀσθενοῦσιν,,,Pred,0.85,morph_inference,1,G770,V-PAP-DPM
ἀσπασόμενοι,,,Pred,0.85,morph_inference,1,G782,V-FDP-NPM
ἀσπόνδους,,AdjP,,0.75,morph_inference,1,G786,A-APM
ἀστραπτούσαις,,,Pred,0.85,morph_inference,1,G797,V-PAP-DPF
ἀυτο,,NP,,0.9,strong_phrase_map,1,G846,P-ASN
ἀυτὸν,,NP,,0.9,strong_phrase_map,1,G846,P-ASM
ἀφαιρήσει,,,Pred,0.85,morph_inference,1,G851,V-FAI-3S
ἀφαιρῇ,,,Pred,0.85,morph_inference,1,G851,V-PAS-3S
ἀφηκαμεν,,,Pred,0.85,morph_inference,1,G863,V-AAI-1S
ἀφησεὶ,,,Pred,0.85,morph_inference,1,G863,V-FAI-3S
ἀφθαρσιαν,,NP,,0.85,morph_inference,1,G861,N-ASF
ἀφιένται,,,Pred,0.85,morph_inference,1,G863,V-PPI-3P
Ἀγνώστῳ,,NP,,0.85,capital_name,1,G57,A-DSM
Ἀδδὶ,,NP,,0.85,capital_name,1,G78,IND
Ἀκούετέ,,NP,,0.85,capital_name,1,G191,V-PAM-2P
Ἀλεξανδρίνῳ,,NP,,0.85,capital_name,1,G222,A-DSN
Ἀλλ᾽,ἀλλά,,,0.95,elision_map,1,G235,CONJ
ἀψάντων,,,Pred,0.85,morph_inference,1,G681,V-AAP-GPM
ἀὐτοῦ,,NP,,0.9,strong_phrase_map,1,G846,P-GSM
ἀῥχιερέων,,NP,,0.85,morph_inference,1,G749,N-GPM
ἁμαρτήσομεν,,,Pred,0.85,morph_inference,1,G264,V-FAI-1P
ἁμάρτη,,,Pred,0.85,morph_inference,1,G264,V-2AAS-3S
ἁρπαγέντα,,,Pred,0.85,morph_inference,1,G726,V-2APP-ASM
ἄγαγωσιν,,,Pred,0.85,morph_inference,1,G71,V-2AAS-3P
ἄκήκοα,,,Pred,0.85,morph_inference,1,G191,V-2RAI-1S
ἄξιους,,AdjP,,0.75,morph_inference,1,G514,A-APM
ἄρεσασης,,,Pred,0.85,morph_inference,1,G700,V-AAP-GSF
ἄρκτου,,NP,,0.85,morph_inference,1,G715,N-GSF
Ἀχάζ,,NP,,0.85,capital_name,1,G881,IND
Ἁγὰρ,,NP,,0.85,capital_name,1,G28,IND
Ἁγάρ,,NP,,0.85,capital_name,1,G28,IND
Ἁκελδαμά,,NP,,0.85,capital_name,1,G184,IND
Ἁνανίαν,,NP,,0.85,capital_name,1,G367,N-ASM
ἅπασιν,,AdjP,,0.75,morph_inference,1,G537,A-DPM
ἅπάντες,,AdjP,,0.75,morph_inference,1,G537,A-NPM
ἅς,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-APF
ἆμήν,,NP,,0.85,morph_inference,1,G281,HEB
ἆπέλθητε,,,Pred,0.85,morph_inference,1,G565,V-2AAS-2P
ἆπό,,PP,Cmpl,0.9,strong_phrase_map,1,G575,PREP
ἆραί,,,Pred,0.85,morph_inference,1,G142,V-AAN
ἆρχιερεῖς,,NP,,0.85,morph_inference,1,G749,N-APM
ἆρχιερέως,,NP,,0.85,morph_inference,1,G749,N-GSM
ἆφεῖλεν,,,Pred,0.85,morph_inference,1,G851,V-2AAI-3S
Ἀβαδδὼν,,NP,,0.85,capital_name,1,G3,IND
ἐβούλεύσατο,,,Pred,0.85,morph_inference,1,G1011,V-ADI-3S
ἐβόων,,,Pred,0.85,morph_inference,1,G994,V-IAI-3P
ἐγγιεῖ,,,Pred,0.85,morph_inference,1,G1448,V-FAI-3S
ἐγενέτο,,,Pred,0.85,morph_inference,1,G1096,V-2ADI-3S
ἐγηγέρται,,,Pred,0.85,morph_inference,1,G1453,V-RPI-3S
ἐγκαθέτους,,AdjP,,0.75,morph_inference,1,G1455,A-APM
Ἀμπλίαν,,NP,,0.85,capital_name,1,G291,N-ASM
Ἀμὼν,,NP,,0.85,capital_name,1,G300,IND
Ἀμών,,NP,,0.85,capital_name,1,G300,IND
Ἀπόστρεψόν,,NP,,0.85,capital_name,1,G654,V-AAM-2S
Ἀρεοπαγίτης,,NP,,0.85,capital_name,1,G698,N-NSM
Ἀσὰ,,NP,,0.85,capital_name,1,G760,IND
Ἀσά,,NP,,0.85,capital_name,1,G760,IND
Ἀσύγκριτον,,NP,,0.85,capital_name,1,G799,N-ASM
Ἀττάλειαν,,NP,,0.85,capital_name,1,G825,N-ASF
Ἀχὰζ,,NP,,0.85,capital_name,1,G881,IND
ἐγχρῖσον,,,Pred,0.85,morph_inference,1,G1472,V-AAM-2S
ἐδεσμεῖτο,,,Pred,0.85,morph_inference,1,G1196,V-IPI-3S
ἐδοκιμασάν,,,Pred,0.85,morph_inference,1,G1381,V-AAI-3P
ἐδέετο,,,Pred,0.85,morph_inference,1,G1189,V-IDI-3S
ἐζητοῦμέν,,,Pred,0.85,morph_inference,1,G2212,V-IAI-1P
ἐθελοθρησκεία,,NP,,0.85,morph_inference,1,G1479,N-DSF
ἐιμι,,,Pred,0.9,strong_phrase_map,1,G1510,V-PI-1S
Ἁρμαγεδδών,,NP,,0.85,capital_name,1,G717,N-NSN
Ἁρέτα,,NP,,0.85,capital_name,1,G702,N-GSM
Ἄνναν,,NP,,0.85,capital_name,1,G452,N-ASM
Ἄφρον,,NP,,0.85,capital_name,1,G878,A-VSM
Ἅγιου,,NP,,0.85,capital_name,1,G40,A-GSN
Ἅννα,,NP,,0.85,capital_name,1,G451,N-NSF
Ἅννα,,NP,,0.85,capital_name,1,G452,N-NSF
Ἅννας,,NP,,0.85,capital_name,1,G452,N-NSM
ἐαυτὸν,,NP,,0.85,morph_inference,1,G1438,REF-ASM
ἐκγαμίζων,,,Pred,0.85,morph_inference,1,G1547,V-PAP-NSM
ἐκδιώξουσιν,,,Pred,0.85,morph_inference,1,G1559,V-FAI-3P
ἐκδόσεται,,,Pred,0.85,morph_inference,1,G1554,V-FDI-3S
ἐκει,,AdvP,Cmpl,0.85,morph_inference,1,G1563,ADV
ἐκειθέν,,AdvP,Cmpl,0.85,morph_inference,1,G1564,ADV
ἐκεφαλαίωσαν,,,Pred,0.85,morph_inference,1,G2775,V-AAI-3P
ἐκεῖνά,,NP,,0.9,strong_phrase_map,1,G1565,D-PRO-NPN
ἐκκακήσητε,,,Pred,0.85,morph_inference,1,G1573,V-AAS-2P
ἐγκαταλείψεις,,,Pred,0.85,morph_inference,1,G1459,V-FAI-2S
ἐγκατοικῶν,,,Pred,0.85,morph_inference,1,G1460,V-PAP-NSM
ἐγκαίνια,,NP,,0.85,morph_inference,1,G1456,N-NPN
ἐγκεκαίνισται,,,Pred,0.85,morph_inference,1,G1457,V-RPI-3S
ἐγκεντρίσαι,,,Pred,0.85,morph_inference,1,G1461,V-AAN
ἐγκοπήν,,NP,,0.85,morph_inference,1,G1464,N-ASF
ἐγκρῖναι,,,Pred,0.85,morph_inference,1,G1469,V-AAN
ἐγκόπτω,,,Pred,0.85,morph_inference,1,G1465,V-PAS-1S
ἐκλελυμένοι,,,Pred,0.85,morph_inference,1,G1590,V-RPP-NPM
ἐκλείπῃ,,,Pred,0.85,morph_inference,1,G1587,V-PAS-3S
ἐκλίπητε,,,Pred,0.85,morph_inference,1,G1587,V-2AAS-2P
ἐκπλήττεσθαι,,,Pred,0.85,morph_inference,1,G1605,V-PPN
ἐκπορευομένῃ,,,Pred,0.85,morph_inference,1,G1607,V-PDP-DSF
ἐκπέπτωκας,,,Pred,0.85,morph_inference,1,G1601,V-RAI-2S
ἐκπίπτει,,,Pred,0.85,morph_inference,1,G1601,V-PAI-3S
ἐκπίπτοντες,,,Pred,0.85,morph_inference,1,G1601,V-PAP-NPM
ἐκτεθέντα,,,Pred,0.85,morph_inference,1,G1620,V-APP-ASM
ἐκτενής,,AdjP,,0.75,morph_inference,1,G1618,A-NSF
Καϊνὰν,,NP,,0.85,capital_name,1,G2536,IND
Καϊνάν,,NP,,0.85,capital_name,1,G2536,IND
ἐιναι,,,Pred,0.85,morph_inference,1,G1511,V-PN
ἐκβάλλωσιν,,,Pred,0.85,morph_inference,1,G1544,V-PAS-3P
ἐκγαμίζονται,,,Pred,0.85,morph_inference,1,G1547,V-PPI-3P
ἐκγαμίζοντες,,,Pred,0.85,morph_inference,1,G1547,V-PAP-NPM
Σεμεΐ,,NP,,0.85,capital_name,1,G4584,IND
Σμυρναίων,,NP,,0.85,capital_name,1,G4668,N-GPM
Σολομῶντα,,NP,,0.85,capital_name,1,G4672,N-ASM
Στωϊκῶν,,NP,,0.85,capital_name,1,G4770,A-GPM
Συγκαλεσάμενος,,NP,,0.85,capital_name,1,G4779,V-AMP-NSM
Συμμαρτυροῦμαι,,NP,,0.85,capital_name,1,G4828,V-PDI-1S
Συμμιμηταί,,NP,,0.85,capital_name,1,G4831,N-NPM
Συροφοινίσσα,,NP,,0.85,capital_name,1,G4949,N-NSF
Κυρηναίου,,NP,,0.85,capital_name,1,G2956,N-GSM
Κυριοῦ,,NP,,0.85,capital_name,1,G2962,N-GSM
Κυριόυ,,NP,,0.85,capital_name,1,G2962,N-GSM
Κυρίοῦ,,NP,,0.85,capital_name,1,G2962,N-GSM
ἐκχέατε,,,Pred,0.9,strong_phrase_map,1,G1632,V-AAM-2P
ἐκκακῶμεν,,,Pred,0.85,morph_inference,1,G1573,V-PAS-1P
ἐκκλίνατε,,,Pred,0.85,morph_inference,1,G1578,V-AAM-2P
ἐκκόπτεσθαι,,,Pred,0.85,morph_inference,1,G1581,V-PPN
ἐμέμψαντο,,,Pred,0.85,morph_inference,1,G3201,V-ADI-3P
Καίσαρός,,NP,,0.85,capital_name,1,G2541,N-GSM
Κεδρὼν,,NP,,0.85,capital_name,1,G2748,IND
Κλαύδην,,NP,,0.85,capital_name,1,G2802,N-ASF
Κολασσαεῖς,,NP,,0.85,capital_name,1,G2858,N-APM
Κολασσαῖς,,NP,,0.85,capital_name,1,G2857,N-DPF
Κορνηλίῳ,,NP,,0.85,capital_name,1,G2883,N-DSM
Κορίνθου,,NP,,0.85,capital_name,1,G2882,N-GSF
Κρητῶν,,NP,,0.85,capital_name,1,G2912,N-GPM
Χριστού,,NP,,0.85,capital_name,1,G5547,N-GSM
Χωραζίν,,NP,,0.85,capital_name,1,G5523,IND
α,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-APN
αγαλλιασθῆναι,,,Pred,0.85,morph_inference,1,G21,V-ADN
αγρω,,NP,,0.85,morph_inference,1,G68,N-DSM
αδικήσωσιν,,,Pred,0.85,morph_inference,1,G91,V-AAS-3P
Σελεύκειαν,,NP,,0.85,capital_name,1,G4581,N-ASF
ἐνέγκαντες,,,Pred,0.85,morph_inference,1,G5342,V-AAP-NPM
ἐκάλεσαν,,,Pred,0.85,morph_inference,1,G2564,V-AAI-3P
