original,resolved_form,phrase_type,function,confidence,method,count,strong,morph
ἐλεεῖτε,,,Pred,0.85,morph_inference,1,G1653,V-PAM-2P
ἐλεοῦντος,,,Pred,0.85,morph_inference,1,G1653,V-PAP-GSM
ἐλισσαίου,,NP,,0.85,morph_inference,1,G1666,N-GSM
ἐλλόγει,,,Pred,0.85,morph_inference,1,G1677,V-PAM-2S
ἐλογίζοντο,,,Pred,0.85,morph_inference,1,G3049,V-IDI-3P
ἐλυπηθη,,,Pred,0.85,morph_inference,1,G3076,V-API-3S
ἐμαθήτευσεν,,,Pred,0.85,morph_inference,1,G3100,V-AAI-3S
ἐμασσῶντο,,,Pred,0.85,morph_inference,1,G3145,V-IDI-3P
ἐμβλέποντες,,,Pred,0.85,morph_inference,1,G1689,V-PAP-NPM
ἐμβάντος,,,Pred,0.85,morph_inference,1,G1684,V-2AAP-GSM
ἐμβάντων,,,Pred,0.85,morph_inference,1,G1684,V-2AAP-GPM
ἐμπεριπατήσω,,,Pred,0.85,morph_inference,1,G1704,V-FAI-1S
ἐμπεσεῖται,,,Pred,0.85,morph_inference,1,G1706,V-FDI-3S
ἐμπορευσώμεθα,,,Pred,0.85,morph_inference,1,G1710,V-ADS-1P
ἐξολοθρευθήσεται,,,Pred,0.85,morph_inference,1,G1842,V-FPI-3S
ἐξομολογήσομαι,,,Pred,0.85,morph_inference,1,G1843,V-FMI-1S
ἐξουδενώθη,,,Pred,0.85,morph_inference,1,G1847,V-APS-3S
ἐνδειξασθε,,,Pred,0.85,morph_inference,1,G1731,V-AMM-2P
ἐνδόμησις,,NP,,0.85,morph_inference,1,G1739,N-NSF
ἐνδύουσιν,,,Pred,0.85,morph_inference,1,G1746,V-PAI-3P
ἐνεβριμησατο,,,Pred,0.85,morph_inference,1,G1690,V-ADI-3S
ἐνεδυναμώθησαν,,,Pred,0.85,morph_inference,1,G1743,V-API-3P
ἐνεχθῆναι,,,Pred,0.85,morph_inference,1,G5342,V-APN
ἐνθυμουμένου,,,Pred,0.85,morph_inference,1,G1760,V-PDP-GSM
ἐννενηκονταεννέα,,NP,,0.9,morph_inference,1,G1768,IND
ἐννεοί,,AdjP,,0.75,morph_inference,1,G1769,A-NPM
ἐννάτῃ,,NP,,0.9,strong_phrase_map,1,G1766,A-DSF
ἐνοικοῦν,,,Pred,0.85,morph_inference,1,G1774,V-PAP-ASN
ἐντολαί,,NP,,0.85,morph_inference,1,G1785,N-NPF
ἐνυπνία,,NP,,0.85,morph_inference,1,G1798,N-APN
ἐπειράσω,,,Pred,0.85,morph_inference,1,G3985,V-AMI-2S
ἐπερωτᾷς,,,Pred,0.85,morph_inference,1,G1905,V-PAI-2S
ἐπερώτησον,,,Pred,0.85,morph_inference,1,G1905,V-AAM-2S
ἐπετίθουν,,,Pred,0.85,morph_inference,1,G2007,V-IAI-3P
ἐξαρεῖτε,,,Pred,0.85,morph_inference,1,G1808,V-FAI-2P
ἐξαρθῇ,,,Pred,0.85,morph_inference,1,G1808,V-APS-3S
ἐξαὐτῆς,,AdvP,Cmpl,0.85,morph_inference,1,G1824,ADV
ἐξεγαμίζοντο,,,Pred,0.85,morph_inference,1,G1547,V-IPI-3P
ἐξεθαμβήθη,,,Pred,0.85,morph_inference,1,G1568,V-API-3S
ἐξειλόμην,,,Pred,0.85,morph_inference,1,G1807,V-2AMI-1S
ἐξεκρέματο,,,Pred,0.85,morph_inference,1,G1582,V-IMI-3S
ἐξελήλυθα,,,Pred,0.9,strong_phrase_map,1,G1831,V-RAI-1S
ἐξεχεῖτο,,,Pred,0.9,strong_phrase_map,1,G1632,V-IPI-3S
ἐξηλθεν,,,Pred,0.9,strong_phrase_map,1,G1831,V-2AAI-3S
ἐξηρεύνησαν,,,Pred,0.85,morph_inference,1,G1830,V-AAI-3P
ἐξιστῶν,,,Pred,0.85,morph_inference,1,G1839,V-PAP-NSM
ἐπιμείνωσιν,,,Pred,0.85,morph_inference,1,G1961,V-AAS-3P
ἐπιμείνῃς,,,Pred,0.85,morph_inference,1,G1961,V-AAS-3S
ἐπιπεσὼν,,,Pred,0.85,morph_inference,1,G1968,V-2AAP-NSM
ἐπιρράπτει,,,Pred,0.85,morph_inference,1,G1976,V-PAI-3S
ἐπιστραφῶσιν,,,Pred,0.85,morph_inference,1,G1994,V-2APS-3P
ἐξἐλέγξαι,,,Pred,0.85,morph_inference,1,G1827,V-AAN
ἐξέπεσον,,,Pred,0.85,morph_inference,1,G1601,V-2AAI-3P
ἐξέρχεσθαι,,,Pred,0.9,strong_phrase_map,1,G1831,V-PDN
ἐπαινέσατε,,,Pred,0.85,morph_inference,1,G1867,V-AAM-2P
ἐπαναμιμνῄσκων,,,Pred,0.85,morph_inference,1,G1878,V-PAP-NSM
ἐπαναπαύσεται,,,Pred,0.85,morph_inference,1,G1879,V-FDI-3S
ἐπανάγων,,,Pred,0.85,morph_inference,1,G1877,V-PAP-NSM
ἐπαρχίας,,NP,,0.85,morph_inference,1,G1885,N-GSF
ἐπαρχίᾳ,,NP,,0.85,morph_inference,1,G1885,N-DSF
ἐπεγνωκόσιν,,,Pred,0.85,morph_inference,1,G1921,V-RAP-DPM
ἐπειδή,,,,0.85,morph_inference,1,G1894,CONJ
ἐπολέμησαν,,,Pred,0.85,morph_inference,1,G4170,V-AAI-3P
ἐποἰκοδομῆσαι,,,Pred,0.85,morph_inference,1,G2026,V-AAN
ἐποίησαντὸ,,,Pred,0.85,morph_inference,1,G4160,V-AMI-3P
ἐπωκοδόμησεν,,,Pred,0.85,morph_inference,1,G2026,V-AAI-3S
ἐπἠρώτων,,,Pred,0.85,morph_inference,1,G1905,V-IAI-3P
ἐπέβημεν,,,Pred,0.85,morph_inference,1,G1910,V-2AAI-1P
ἐπείπερ,,,,0.85,morph_inference,1,G1897,CONJ
ἐπείρᾶτο,,,Pred,0.85,morph_inference,1,G3987,V-IDI-3S
ἐπιβλέψον,,,Pred,0.85,morph_inference,1,G1914,V-AAM-2S
ἐπιβοῶντες,,,Pred,0.85,morph_inference,1,G1916,V-PAP-NPM
ἐπιγνόντων,,,Pred,0.85,morph_inference,1,G1921,V-2AAP-GPM
ἐπιγνώσιν,,NP,,0.85,morph_inference,1,G1922,N-ASF
ἐπιδώσω,,,Pred,0.85,morph_inference,1,G1929,V-FAI-1S
ἐπικαλέσονται,,,Pred,0.85,morph_inference,1,G1941,V-FMI-3P
ἐπικατάρατοι,,AdjP,,0.75,morph_inference,1,G1944,A-NPM
ἐπιμενοῦμεν,,,Pred,0.85,morph_inference,1,G1961,V-FAI-1P
ἐρευνᾶτε,,,Pred,0.85,morph_inference,1,G2045,V-PAI-2P
ἐρευνᾷ,,,Pred,0.85,morph_inference,1,G2045,V-PAI-3S
ἐρευνῶντες,,,Pred,0.85,morph_inference,1,G2045,V-PAP-NPM
ἐρεύνησον,,,Pred,0.85,morph_inference,1,G2045,V-AAM-2S
ἐρραβδίσθην,,,Pred,0.85,morph_inference,1,G4463,V-API-1S
ἐρραντισμένοι,,,Pred,0.85,morph_inference,1,G4472,V-RPP-NPM
ἐπισύστασιν,,NP,,0.85,morph_inference,1,G1999,N-ASF
ἐπισύστασις,,NP,,0.85,morph_inference,1,G1999,N-NSF
ἐπιτεθῇ,,,Pred,0.85,morph_inference,1,G2007,V-APS-3S
ἐπιτελῶ,,,Pred,0.85,morph_inference,1,G2005,V-PAI-1S
ἐπιτιθῇ,,,Pred,0.85,morph_inference,1,G2007,V-PAS-3S
ἐπιτέτραπται,,,Pred,0.85,morph_inference,1,G2010,V-RPI-3S
ἐπιφέρειν,,,Pred,0.85,morph_inference,1,G2018,V-PAN
ἐπιφέρεσθαι,,,Pred,0.85,morph_inference,1,G2018,V-PPN
ἐπληθύνοντο,,,Pred,0.85,morph_inference,1,G4129,V-IPI-3P
ἐποιεῖτε,,,Pred,0.85,morph_inference,1,G4160,V-IAI-2P
ἐρήμον,,AdjP,,0.75,morph_inference,1,G2048,A-ASF
ἐσθήσεσιν,,NP,,0.85,morph_inference,1,G2067,N-DPF
ἐσθήτι,,NP,,0.85,morph_inference,1,G2066,N-DSF
ἐσθίοντας,,,Pred,0.85,morph_inference,1,G2068,V-PAP-APM
ἐσκοτισμένοι,,,Pred,0.85,morph_inference,1,G4654,V-RPP-NPM
ἐστάθην,,,Pred,0.85,morph_inference,1,G2476,V-API-1S
ἐστήριξεν,,,Pred,0.85,morph_inference,1,G4741,V-AAI-3S
ἐτεθνήκει,,,Pred,0.85,morph_inference,1,G2348,V-LAI-3S
ἐτάρασσεν,,,Pred,0.85,morph_inference,1,G5015,V-IAI-3S
ἐπέδειξεν,,,Pred,0.85,morph_inference,1,G1925,V-AAI-3S
ἐπέπεσον,,,Pred,0.85,morph_inference,1,G1968,V-2AAI-3P
ἐπέφερον,,,Pred,0.85,morph_inference,1,G2018,V-IAI-2P
ἐπέχρισεν,,,Pred,0.85,morph_inference,1,G2025,V-AAI-3S
ἐπίτρεψον,,,Pred,0.85,morph_inference,1,G2010,V-AAM-2S
ἐπώκειλαν,,,Pred,0.85,morph_inference,1,G2027,V-AAI-3P
ἐπῆσχύνθη,,,Pred,0.85,morph_inference,1,G1870,V-API-3S
Ποντίῳ,,NP,,0.85,capital_name,1,G4194,N-DSM
Πορεύθητε,,NP,,0.85,capital_name,1,G4198,V-ADS-2P
Προωρώμην,,NP,,0.85,capital_name,1,G4308,V-IMI-1S
Πύθωνος,,NP,,0.85,capital_name,1,G4436,N-GSM
Ρωμαικοῖς,,NP,,0.85,capital_name,1,G4513,A-DPN
ἑκατοντάρχῳ,,NP,,0.85,morph_inference,1,G1543,N-DSM
ἑκγαμίζων,,,Pred,0.85,morph_inference,1,G1547,V-PAP-NSM
ἑκάστοις,,AdjP,,0.75,morph_inference,1,G1538,A-DPM
ἑρμηνευόμενον,,,Pred,0.85,morph_inference,1,G2059,V-PPP-NSN
ἑστήκεσαν,,,Pred,0.85,morph_inference,1,G2476,V-LAI-3P
ἑστός,,,Pred,0.85,morph_inference,1,G2476,V-2RAP-ASN
ἐρράπισαν,,,Pred,0.85,morph_inference,1,G4474,V-AAI-3P
ἐρρήθησαν,,,Pred,0.85,morph_inference,1,G4483,V-API-3P
ἐρρύσθην,,,Pred,0.85,morph_inference,1,G4506,V-API-1S
ἐρχομενην,,,Pred,0.9,strong_phrase_map,1,G2064,V-PDP-ASF
ἐρχόμενου,,,Pred,0.9,strong_phrase_map,1,G2064,V-PDP-GSM
ἐφαλλόμενος,,,Pred,0.85,morph_inference,1,G2177,V-PDP-NSM
ἐφίσταται,,,Pred,0.85,morph_inference,1,G2186,V-PMI-3S
ἐφύλαξαμην,,,Pred,0.85,morph_inference,1,G5442,V-AMI-1S
ἐάσατε,,,Pred,0.85,morph_inference,1,G1439,V-AAM-2P
ἐᾷς,,,Pred,0.85,morph_inference,1,G1439,V-PAI-2S
ἑαυτὸ,,NP,,0.85,morph_inference,1,G1438,REF-ASN
ἑβδομήκονταέξ,,NP,,0.9,morph_inference,1,G1440,IND
ἑκατοντάρχους,,NP,,0.85,morph_inference,1,G1543,N-APM
Σίλᾳ,,NP,,0.85,capital_name,1,G4609,N-DSM
Ταλιθα,,NP,,0.85,capital_name,1,G5008,ARA
Τολμηταί,,NP,,0.85,capital_name,1,G5113,N-NPM
Τρέμων,,NP,,0.85,capital_name,1,G5141,V-PAP-NSM
Τυχικοῦ,,NP,,0.85,capital_name,1,G5190,N-GSM
Παῦλου,,NP,,0.85,capital_name,1,G3972,N-GSM
Περίζῶσαι,,NP,,0.85,capital_name,1,G4024,V-AMM-2S
Πισιδίας,,NP,,0.85,capital_name,1,G4099,N-GSF
Ἑβραικοῖς,,NP,,0.85,capital_name,1,G1444,A-DPN
ἑστώς,,,Pred,0.85,morph_inference,1,G2476,V-RAP-NSM
ἑστῶσαι,,,Pred,0.85,morph_inference,1,G2476,V-RAP-NPF
ἑταίροις,,NP,,0.85,morph_inference,1,G2083,N-DPM
ἑώρακασιν,,,Pred,0.85,morph_inference,1,G3708,V-RAI-3P
ἔγειρου,,,Pred,0.85,morph_inference,1,G1453,V-PM-2S
ἔδυ,,,Pred,0.85,morph_inference,1,G1416,V-2AAI-3S
ἔθήλασαν,,,Pred,0.85,morph_inference,1,G2337,V-AAI-3P
ἔκραξα,,,Pred,0.85,morph_inference,1,G2896,V-AAI-1S
ἔκραύγασεν,,,Pred,0.85,morph_inference,1,G2905,V-AAI-3S
ἔλεγχον,,NP,,0.85,morph_inference,1,G1650,N-ASM
ἔνεδρον,,NP,,0.85,morph_inference,1,G1749,N-ASN
ἔννυχον,,AdvP,Cmpl,0.85,morph_inference,1,G1773,ADV
ἔντεῦθεν,,AdvP,Cmpl,0.85,morph_inference,1,G1782,ADV
ἔρριψαμεν,,,Pred,0.85,morph_inference,1,G4496,V-AAI-1P
ἐυχάριστῶ,,,Pred,0.85,morph_inference,1,G2168,V-PAI-1S
ἠγίασμένοις,,,Pred,0.85,morph_inference,1,G37,V-RPP-DPM
ἠδυνήθη,,,Pred,0.85,morph_inference,1,G1410,V-ADI-3S
ἠδίκησα,,,Pred,0.85,morph_inference,1,G91,V-AAI-1S
ἔρριψαν,,,Pred,0.85,morph_inference,1,G4496,V-AAI-3P
ἔστε,,,Pred,0.85,morph_inference,1,G2075,V-PI-2P
ἔσχατη,,AdjP,,0.75,morph_inference,1,G2078,A-NSF
ἔχῆτε,,,Pred,0.85,morph_inference,1,G2192,V-PAS-2P
ἔχῶμεν,,,Pred,0.85,morph_inference,1,G2192,V-PAS-1P
Ἐι,,NP,,0.85,capital_name,1,G1487,COND
Ἐλαμῖται,,NP,,0.85,capital_name,1,G1639,N-NPM
Ἐλμωδὰμ,,NP,,0.85,capital_name,1,G1678,IND
Ἐπει,,NP,,0.85,capital_name,1,G1893,CONJ
Ἐπικουρείων,,NP,,0.85,capital_name,1,G1946,N-GPM
Ἐπῆλθον,,NP,,0.85,capital_name,1,G1904,V-2AAI-3P
Ἐυνείκῃ,,NP,,0.85,capital_name,1,G2131,N-DSF
Ἐφέσίνης,,NP,,0.85,capital_name,1,G2179,N-GSF
ἠτίμωμένον,,,Pred,0.85,morph_inference,1,G821,V-RPP-ASM
ἠυδόκησα,,,Pred,0.85,morph_inference,1,G2106,V-AAI-1S
ἠχούσης,,,Pred,0.85,morph_inference,1,G2278,V-PAP-GSF
ἠχρειώθησαν,,,Pred,0.85,morph_inference,1,G889,V-API-3P
ἡλκωμένος,,,Pred,0.85,morph_inference,1,G1669,V-RPP-NSM
Ἑζεκίαν,,NP,,0.85,capital_name,1,G1478,N-ASM
Ἑζεκίας,,NP,,0.85,capital_name,1,G1478,N-NSM
Ἑλληνικοῖς,,NP,,0.85,capital_name,1,G1673,A-DPN
Ἑμμὸρ,,NP,,0.85,capital_name,1,G1697,IND
Ἑσλὶ,,NP,,0.85,capital_name,1,G2069,IND
Ἑσρώμ,,NP,,0.85,capital_name,1,G2074,IND
Ἔρρωσο,,NP,,0.85,capital_name,1,G4517,V-RPM-2S
Ἕνεκά,,NP,,0.85,capital_name,1,G1752,ADV
ἠβουλήθην,,,Pred,0.85,morph_inference,1,G1014,V-ADI-1S
ἠγαπηκόσιν,,,Pred,0.85,morph_inference,1,G25,V-RAP-DPM
ἠγαπήσαμεν,,,Pred,0.85,morph_inference,1,G25,V-AAI-1P
ἥλλετο,,,Pred,0.85,morph_inference,1,G242,V-IDI-3S
ἥξωσιν,,,Pred,0.85,morph_inference,1,G2240,V-AAS-3P
ἥξῃ,,,Pred,0.85,morph_inference,1,G2240,V-AAS-3S
ἦγαγεν,,,Pred,0.85,morph_inference,1,G71,V-2AAI-3S
ἧκον,,,Pred,0.85,morph_inference,1,G2240,V-IAI-3P
ἠδύνασθε,,,Pred,0.85,morph_inference,1,G1410,V-IDI-2P
ἠλθεν,,,Pred,0.9,strong_phrase_map,1,G2064,V-2AAI-3S
ἠλθες,,,Pred,0.9,strong_phrase_map,1,G2064,V-2AAI-2S
ἠν,,,Pred,0.85,morph_inference,1,G2258,V-II-3S
ἠνεσχόμην,,,Pred,0.85,morph_inference,1,G430,V-2ADI-1S
ἠνείχεσθε,,,Pred,0.85,morph_inference,1,G430,V-IDI-2P
ἠνεῳχθη,,,Pred,0.85,morph_inference,1,G455,V-API-3S
ἠνεῳχθησαν,,,Pred,0.85,morph_inference,1,G455,V-API-3P
ἠρωτᾷ,,,Pred,0.85,morph_inference,1,G2065,V-IAI-3S
ἠσθενήσαμεν,,,Pred,0.85,morph_inference,1,G770,V-AAI-1P
ἠτοῦντο,,,Pred,0.85,morph_inference,1,G154,V-IMI-3P
Κανανίτην,,NP,,0.85,capital_name,1,G2581,N-ASM
Κανανίτης,,NP,,0.85,capital_name,1,G2581,N-NSM
Καταβάντι,,NP,,0.85,capital_name,1,G2597,V-2AAP-DSM
Κατ᾽,κατά,PP,Cmpl,0.95,elision_map,1,G2596,PREP
Ἠλὶ,,NP,,0.85,capital_name,1,G2242,IND
ἡμέραῖς,,NP,,0.85,morph_inference,1,G2250,N-DPF
ἡμίση,,AdjP,,0.75,morph_inference,1,G2255,A-APN
ἡτοίμασα,,,Pred,0.85,morph_inference,1,G2090,V-AAI-1S
ἡττήθητε,,,Pred,0.85,morph_inference,1,G2274,V-API-2P
ἣς,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-GSF
ἤθελησαν,,,Pred,0.85,morph_inference,1,G2309,V-AAI-3P
ἤθελησεν,,,Pred,0.85,morph_inference,1,G2309,V-AAI-3S
ἤλθετε,,,Pred,0.9,strong_phrase_map,1,G2064,V-2AAI-2P
ἤλθον,,,Pred,0.9,strong_phrase_map,1,G2064,V-2AAI-3P
ἤπτοντο,,,Pred,0.85,morph_inference,1,G680,V-IDI-3P
ἥκασιν,,,Pred,0.85,morph_inference,1,G2240,V-RAI-3P
Νεεμὰν,,NP,,0.85,capital_name,1,G3497,IND
Νεάπολιν,,NP,,0.85,capital_name,1,G3496,N-ASF
Νηρὶ,,NP,,0.85,capital_name,1,G3518,IND
Νικοπόλεως,,NP,,0.85,capital_name,1,G3533,N-GSF
Νινευίταις,,NP,,0.85,capital_name,1,G3536,N-DPM
ἰαθἐντος,,,Pred,0.85,morph_inference,1,G2390,V-APP-GSM
ἰατρούς,,NP,,0.85,morph_inference,1,G2395,N-APM
ἰδέα,,NP,,0.85,morph_inference,1,G2397,N-NSF
ἰὰσασθαι,,,Pred,0.85,morph_inference,1,G2390,V-ADN
ἧν,,,Pred,0.85,morph_inference,1,G2258,V-II-3S
Εὐροκλύδων,,NP,,0.85,capital_name,1,G2148,N-NSM
Εὕα,,NP,,0.85,capital_name,1,G2096,N-NSF
Ζάρα,,NP,,0.85,capital_name,1,G2196,IND
Ηλι,,NP,,0.85,capital_name,1,G2241,HEB
Θαμάρ,,NP,,0.85,capital_name,1,G2283,IND
Κακεῖθεν,,NP,,0.85,capital_name,1,G2547,ADV
Ἰσαχάρ,,NP,,0.85,capital_name,1,G2466,IND
Ἰσκαριώτη,,NP,,0.85,capital_name,1,G2469,N-DSM
Ἡροδίωνα,,NP,,0.85,capital_name,1,G2267,N-ASM
Ἡρώδης,,NP,,0.85,capital_name,1,G2264,N-NSM
Ἡρῳδιὰς,,NP,,0.85,capital_name,1,G2266,N-NSF
Ἦ,,NP,,0.85,capital_name,1,G2229,PRT
Σαμαρείᾳ,,NP,,0.85,capital_name,1,G4540,N-DSF
Σαμάρεια,,NP,,0.85,capital_name,1,G4540,N-NSF
Σαμάρειαν,,NP,,0.85,capital_name,1,G4540,N-ASF
Σαρούχ,,NP,,0.85,capital_name,1,G4562,IND
Σαρῶναν,,NP,,0.85,capital_name,1,G4565,N-ASM
Σατᾶν,,NP,,0.85,capital_name,1,G4566,IND
Μωσῃ,,NP,,0.85,capital_name,1,G3475,N-DSM
Μάαθ,,NP,,0.85,capital_name,1,G3092,IND
Μήποτε,,AdvP,Cmpl,0.9,strong_phrase_map,1,G3379,ADV
Ναθὰν,,NP,,0.85,capital_name,1,G3481,IND
Ἰωὰννα,,NP,,0.85,capital_name,1,G2490,N-GSM
Ἱεροσολυμιτῶν,,NP,,0.85,capital_name,1,G2415,N-GPM
Ἱεροσολυμῖται,,NP,,0.85,capital_name,1,G2415,N-NPM
Ἱνατί,,NP,,0.85,capital_name,1,G2444,ADV
Ἴδοὺ,,NP,,0.85,capital_name,1,G2400,V-2AAM-2S
ἱερωσυνής,,NP,,0.85,morph_inference,1,G2420,N-GSF
ἱμειρόμενοι,,,Pred,0.85,morph_inference,1,G2442,V-PMP-NPM
ἱμάτίῳ,,NP,,0.85,morph_inference,1,G2440,N-DSN
ἱστῶμεν,,,Pred,0.85,morph_inference,1,G2476,V-PAI-1P
ἴσασιν,,,Pred,0.85,morph_inference,1,G2467,V-RAI-3P
ἵστησιν,,,Pred,0.85,morph_inference,1,G2476,V-PAI-3S
Ἰαννὰ,,NP,,0.85,capital_name,1,G2388,IND
Ἰαρέδ,,NP,,0.85,capital_name,1,G2391,IND
Ἰεζάβηλ,,NP,,0.85,capital_name,1,G2403,IND
Ἰερεμίαν,,NP,,0.85,capital_name,1,G2408,N-ASM
Ἰουδὰ,,NP,,0.85,capital_name,1,G2455,N-GSM
ὀρθριαὶ,,AdjP,,0.75,morph_inference,1,G3721,A-NPF
ὀρθρινός,,AdjP,,0.75,morph_inference,1,G3720,A-NSM
ὀρκίζω,,,Pred,0.85,morph_inference,1,G3726,V-PAI-1S
ὀφειλομένην,,,Pred,0.85,morph_inference,1,G3784,V-PPP-ASF
ὀφθαλμοδουλείαις,,NP,,0.85,morph_inference,1,G3787,N-DPF
ὀφθαλμοδουλείαν,,NP,,0.85,morph_inference,1,G3787,N-ASF
ὀχλούμενοι,,,Pred,0.85,morph_inference,1,G3791,V-PPP-NPM
ὁδε,,NP,,0.8,morph_inference,1,G3592,D-PRO-NSM
ὁδήγησῃ,,,Pred,0.85,morph_inference,1,G3594,V-AAS-3S
ὁμοιάζει,,,Pred,0.85,morph_inference,1,G3662,V-PAI-3S
Ἰσραηλῖταί,,NP,,0.85,capital_name,1,G2475,N-NPM
Ἰωνὰν,,NP,,0.85,capital_name,1,G2494,IND
Ἰωσὴ,,NP,,0.85,capital_name,1,G2499,N-GSM
Ἰωσὴ,,NP,,0.85,capital_name,1,G2500,N-GSM
Ἰωσίαν,,NP,,0.85,capital_name,1,G2502,N-ASM
Ἰωσίας,,NP,,0.85,capital_name,1,G2502,N-NSM
ὄνοματα,,NP,,0.85,morph_inference,1,G3686,N-NPN
ὄνος,,NP,,0.85,morph_inference,1,G3688,N-NSM
ὄχλῷ,,NP,,0.85,morph_inference,1,G3793,N-DSM
ὅμιλος,,NP,,0.85,morph_inference,1,G3658,N-NSM
ὅνπερ,,NP,,0.8,morph_inference,1,G3746,R-PRO-ASM
ὅποτε,,AdvP,Cmpl,0.85,morph_inference,1,G3698,ADV
ὅσας,,NP,,0.8,morph_inference,1,G3745,COR-APF
ὅτί,,,,0.85,morph_inference,1,G3754,CONJ
Ὀζίαν,,NP,,0.85,capital_name,1,G3604,N-ASM
Ὀζίας,,NP,,0.85,capital_name,1,G3604,N-NSM
Ἶδοὺ,,NP,,0.85,capital_name,1,G2400,V-2AAM-2S
ὀγδοηκοντατεσσάρων,,AdjP,,0.75,morph_inference,1,G3589,A-GPN
ὀκνήσαι,,,Pred,0.85,morph_inference,1,G3635,V-AAN
ὀνειδιζόμεθα,,,Pred,0.85,morph_inference,1,G3679,V-PPI-1P
ὀνοματί,,NP,,0.85,morph_inference,1,G3686,N-DSN
ὀνόμα,,NP,,0.85,morph_inference,1,G3686,N-NSN
Γολγοθα,,NP,,0.85,capital_name,1,G1115,N-ASF
Γομόρροις,,NP,,0.85,capital_name,1,G1116,N-DPN
Διοτρέφης,,NP,,0.85,capital_name,1,G1361,N-NSM
Ελωι,,NP,,0.85,capital_name,1,G1682,ARA
Εφφαθα,,NP,,0.85,capital_name,1,G2188,ARA
ὑπομένοντας,,,Pred,0.85,morph_inference,1,G5278,V-PAP-APM
ὑποστρέψας,,,Pred,0.85,morph_inference,1,G5290,V-AAP-NSM
ὑπέμενον,,,Pred,0.85,morph_inference,1,G5278,V-IAI-3P
ὑπὸκρίσιν,,NP,,0.85,morph_inference,1,G5272,N-ASF
ὑπῇρχεν,,,Pred,0.85,morph_inference,1,G5225,V-IAI-3S
ὑστερουντι,,,Pred,0.85,morph_inference,1,G5302,V-PPP-DSM
ὁποῖοί,,AdjP,,0.75,morph_inference,1,G3697,A-NPM
ὃσα,,NP,,0.8,morph_inference,1,G3745,COR-NPN
ὃσοι,,NP,,0.8,morph_inference,1,G3745,COR-NPM
ὃτι,,,,0.85,morph_inference,1,G3754,CONJ
ὃυς,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-APM
Εἰπε,,,Pred,0.9,strong_phrase_map,1,G2036,V-2AAM-2S
ᾅδη,,NP,,0.9,strong_phrase_map,1,G86,N-VSM
Ῥεμφὰν,,NP,,0.85,capital_name,1,G4481,IND
ᾅδῃ,,NP,,0.9,strong_phrase_map,1,G86,N-DSM
ᾠκοδομήθη,,,Pred,0.85,morph_inference,1,G3618,V-API-3S
ᾦ,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-DSM
Αἰγύπτοῦ,,NP,,0.85,capital_name,1,G125,N-GSF
ῥαπίσει,,,Pred,0.85,morph_inference,1,G4474,V-FAI-3S
ῥυπωσάτω,,,Pred,0.85,morph_inference,1,G4510,V-AAM-3S
ῥυπῶν,,,Pred,0.85,morph_inference,1,G4510,V-PAP-NSM
έδωκας,,,Pred,0.85,morph_inference,1,G1325,V-AAI-2S
έρχωμαι,,,Pred,0.9,strong_phrase_map,1,G2064,V-PDS-1S
έτι,,AdvP,Cmpl,0.85,morph_inference,1,G2089,ADV
Ῥαγαὺ,,NP,,0.85,capital_name,1,G4466,IND
Γαλάτας,,NP,,0.85,capital_name,1,G1052,N-ASM
Ὁρκίζομεν,,NP,,0.85,capital_name,1,G3726,V-PAI-1P
ῥάβδους,,NP,,0.85,morph_inference,1,G4464,N-APF
ῥύεται,,,Pred,0.85,morph_inference,1,G4506,V-PDI-3S
ῥῖψαν,,,Pred,0.85,morph_inference,1,G4496,V-AAP-NSN
Ῥαββονί,,NP,,0.85,capital_name,1,G4462,ARA
Ῥαββουνι,,NP,,0.85,capital_name,1,G4462,ARA
Μωσέα,,NP,,0.85,capital_name,1,G3475,N-ASM
ὠκοδόμησεν,,,Pred,0.85,morph_inference,1,G3618,V-AAI-3S
ὡμοσεν,,,Pred,0.85,morph_inference,1,G3660,V-AAI-3S
ὡσει,,AdvP,Cmpl,0.85,morph_inference,1,G5616,ADV
ὡστε,,,,0.85,morph_inference,1,G5620,CONJ
ὣ,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-DSN
ὦν,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-GPM
ὦτίον,,NP,,0.85,morph_inference,1,G5621,N-ASN
ὧ,,,Subj,0.9,strong_phrase_map,1,G3739,R-PRO-DSM
Ὠβήδ,,NP,,0.85,capital_name,1,G5601,IND
Εφέσιους,,NP,,0.85,capital_name,1,G2180,A-APM
